Actor,Achiever,Group,Course,Time,Action
1014,Low,102.0,B,2025-01-01 11:39:22.619938135,consensus
1014,Low,102.0,B,2025-01-01 12:00:22.619938135,discuss
1015,Low,102.0,B,2025-01-01 10:27:32.619938135,consensus
1015,Low,102.0,B,2025-01-01 10:53:07.619938135,coregulate
1015,Low,102.0,B,2025-01-01 11:21:01.619938135,consensus
1015,Low,102.0,B,2025-01-01 11:42:00.619938135,cohesion
1015,Low,102.0,B,2025-01-01 11:58:57.619938135,cohesion
1015,Low,102.0,B,2025-01-01 12:18:49.619938135,consensus
1016,Low,102.0,B,2025-01-01 10:38:55.619938135,consensus
1016,Low,102.0,B,2025-01-01 11:08:08.619938135,plan
1016,Low,102.0,B,2025-01-01 11:33:27.619938135,consensus
1016,Low,102.0,B,2025-01-01 11:50:06.619938135,adapt
1017,Low,102.0,B,2025-01-01 10:25:25.619938135,monitor
1017,Low,102.0,B,2025-01-01 10:42:52.619938135,monitor
1018,Low,102.0,B,2025-01-01 10:28:12.619938135,discuss
1018,Low,102.0,B,2025-01-01 10:48:39.619938135,consensus
1019,Low,102.0,B,2025-01-01 10:26:53.619938135,discuss
1019,Low,102.0,B,2025-01-01 10:53:49.619938135,plan
1019,Low,102.0,B,2025-01-01 11:15:01.619938135,emotion
1020,Low,102.0,B,2025-01-01 10:37:18.619938135,plan
1020,Low,102.0,B,2025-01-01 11:10:13.619938135,cohesion
1020,Low,102.0,B,2025-01-01 11:28:08.619938135,plan
1020,Low,102.0,B,2025-01-01 11:54:49.619938135,plan
1020,Low,102.0,B,2025-01-01 12:13:05.619938135,coregulate
1021,Low,103.0,B,2025-01-01 08:51:43.243832350,coregulate
1021,Low,103.0,B,2025-01-01 09:13:11.243832350,plan
1022,Low,103.0,B,2025-01-01 08:48:18.243832350,emotion
1023,Low,103.0,B,2025-01-01 08:46:21.243832350,plan
1023,Low,103.0,B,2025-01-01 09:16:46.243832350,synthesis
1023,Low,103.0,B,2025-01-01 09:42:51.243832350,consensus
1024,Low,103.0,B,2025-01-01 08:30:24.243832350,discuss
1024,Low,103.0,B,2025-01-01 08:41:54.243832350,consensus
1024,Low,103.0,B,2025-01-01 08:59:59.243832350,consensus
1024,Low,103.0,B,2025-01-01 09:19:30.243832350,plan
1024,Low,103.0,B,2025-01-01 09:48:08.243832350,monitor
1025,Low,103.0,B,2025-01-01 08:37:37.243832350,discuss
1025,Low,103.0,B,2025-01-01 09:05:57.243832350,plan
1026,Low,103.0,B,2025-01-01 08:34:45.243832350,synthesis
1027,Low,103.0,B,2025-01-01 08:52:24.243832350,consensus
1027,Low,103.0,B,2025-01-01 09:16:29.243832350,coregulate
1027,Low,103.0,B,2025-01-01 09:40:04.243832350,plan
1027,Low,103.0,B,2025-01-01 10:02:00.243832350,plan
1028,Low,103.0,B,2025-01-01 08:46:51.243832350,emotion
1028,Low,103.0,B,2025-01-01 08:55:32.243832350,discuss
1029,Low,103.0,B,2025-01-01 08:39:15.243832350,consensus
1029,Low,103.0,B,2025-01-01 08:58:12.243832350,plan
1030,Low,103.0,B,2025-01-01 08:39:06.243832350,discuss
1030,Low,103.0,B,2025-01-01 09:08:03.243832350,emotion
1030,Low,103.0,B,2025-01-01 09:25:28.243832350,coregulate
1030,Low,103.0,B,2025-01-01 09:43:10.243832350,plan
1030,Low,103.0,B,2025-01-01 09:58:16.243832350,cohesion
1031,Low,104.0,B,2025-01-01 08:43:48.456964970,cohesion
1031,Low,104.0,B,2025-01-01 09:15:21.456964970,emotion
1031,Low,104.0,B,2025-01-01 09:37:53.456964970,emotion
1031,Low,104.0,B,2025-01-01 09:56:00.456964970,emotion
1031,Low,104.0,B,2025-01-01 10:20:29.456964970,emotion
1032,Low,104.0,B,2025-01-01 08:54:03.456964970,consensus
1032,Low,104.0,B,2025-01-01 09:15:20.456964970,consensus
1032,Low,104.0,B,2025-01-01 09:30:10.456964970,synthesis
1032,Low,104.0,B,2025-01-01 09:53:31.456964970,consensus
1033,Low,104.0,B,2025-01-01 08:50:16.456964970,consensus
1033,Low,104.0,B,2025-01-01 09:09:16.456964970,coregulate
1033,Low,104.0,B,2025-01-01 09:29:34.456964970,discuss
1033,Low,104.0,B,2025-01-01 09:46:55.456964970,discuss
1033,Low,104.0,B,2025-01-01 10:06:26.456964970,discuss
1034,Low,104.0,B,2025-01-01 09:05:09.456964970,consensus
1034,Low,104.0,B,2025-01-01 09:20:42.456964970,cohesion
1034,Low,104.0,B,2025-01-01 09:43:08.456964970,consensus
1035,Low,104.0,B,2025-01-01 08:48:33.456964970,discuss
1035,Low,104.0,B,2025-01-01 09:11:17.456964970,consensus
1035,Low,104.0,B,2025-01-01 09:29:03.456964970,plan
1035,Low,104.0,B,2025-01-01 09:51:22.456964970,coregulate
1036,Low,104.0,B,2025-01-01 08:55:04.456964970,coregulate
1036,Low,104.0,B,2025-01-01 09:16:43.456964970,plan
1037,Low,104.0,B,2025-01-01 08:59:58.456964970,plan
1038,Low,104.0,B,2025-01-01 08:56:23.456964970,plan
1038,Low,104.0,B,2025-01-01 09:26:07.456964970,adapt
1038,Low,104.0,B,2025-01-01 09:39:48.456964970,consensus
1039,Low,104.0,B,2025-01-01 08:44:45.456964970,emotion
1039,Low,104.0,B,2025-01-01 09:06:30.456964970,cohesion
1039,Low,104.0,B,2025-01-01 09:35:43.456964970,synthesis
1040,Low,104.0,B,2025-01-01 08:49:49.456964970,consensus
1040,Low,104.0,B,2025-01-01 09:13:14.456964970,plan
1041,Low,105.0,B,2025-01-01 09:46:40.733482122,monitor
1041,Low,105.0,B,2025-01-01 10:14:12.733482122,adapt
1042,Low,105.0,B,2025-01-01 09:48:17.733482122,plan
1042,Low,105.0,B,2025-01-01 10:09:24.733482122,plan
1042,Low,105.0,B,2025-01-01 10:24:36.733482122,plan
1042,Low,105.0,B,2025-01-01 10:48:26.733482122,plan
1043,Low,105.0,B,2025-01-01 09:57:53.733482122,coregulate
1043,Low,105.0,B,2025-01-01 10:21:12.733482122,coregulate
1044,Low,105.0,B,2025-01-01 09:54:38.733482122,consensus
1044,Low,105.0,B,2025-01-01 10:20:47.733482122,emotion
1044,Low,105.0,B,2025-01-01 10:45:30.733482122,consensus
1044,Low,105.0,B,2025-01-01 11:04:22.733482122,monitor
1045,Low,105.0,B,2025-01-01 10:04:12.733482122,consensus
1046,Low,105.0,B,2025-01-01 10:06:34.733482122,plan
1046,Low,105.0,B,2025-01-01 10:21:53.733482122,plan
1046,Low,105.0,B,2025-01-01 10:34:32.733482122,monitor
1046,Low,105.0,B,2025-01-01 11:01:21.733482122,consensus
1046,Low,105.0,B,2025-01-01 11:28:56.733482122,adapt
1047,Low,105.0,B,2025-01-01 10:08:06.733482122,plan
1048,Low,105.0,B,2025-01-01 10:01:45.733482122,coregulate
1048,Low,105.0,B,2025-01-01 10:30:48.733482122,monitor
1049,Low,105.0,B,2025-01-01 10:02:07.733482122,adapt
1049,Low,105.0,B,2025-01-01 10:08:46.733482122,plan
1050,Low,105.0,B,2025-01-01 09:56:17.733482122,adapt
1050,Low,105.0,B,2025-01-01 10:16:11.733482122,synthesis
1051,Low,106.0,B,2025-01-01 10:55:25.042214155,coregulate
1052,Low,106.0,B,2025-01-01 11:01:40.042214155,discuss
1052,Low,106.0,B,2025-01-01 11:26:55.042214155,emotion
1052,Low,106.0,B,2025-01-01 11:47:16.042214155,monitor
1053,Low,106.0,B,2025-01-01 10:57:42.042214155,consensus
1054,Low,106.0,B,2025-01-01 11:10:04.042214155,plan
1055,Low,106.0,B,2025-01-01 10:51:36.042214155,emotion
1056,Low,106.0,B,2025-01-01 11:08:15.042214155,consensus
1056,Low,106.0,B,2025-01-01 11:29:00.042214155,discuss
1056,Low,106.0,B,2025-01-01 11:53:27.042214155,cohesion
1057,Low,106.0,B,2025-01-01 11:02:47.042214155,consensus
1058,Low,106.0,B,2025-01-01 11:07:13.042214155,plan
1059,Low,106.0,B,2025-01-01 10:51:32.042214155,consensus
1059,Low,106.0,B,2025-01-01 11:14:24.042214155,consensus
1059,Low,106.0,B,2025-01-01 11:27:33.042214155,consensus
1059,Low,106.0,B,2025-01-01 11:52:40.042214155,plan
1059,Low,106.0,B,2025-01-01 12:17:02.042214155,cohesion
1060,Low,106.0,B,2025-01-01 11:07:06.042214155,coregulate
1060,Low,106.0,B,2025-01-01 11:30:14.042214155,cohesion
1060,Low,106.0,B,2025-01-01 11:44:04.042214155,consensus
1060,Low,106.0,B,2025-01-01 12:00:31.042214155,plan
1061,Low,107.0,B,2025-01-01 09:59:16.584671497,cohesion
1061,Low,107.0,B,2025-01-01 10:18:14.584671497,consensus
1062,Low,107.0,B,2025-01-01 09:48:11.584671497,plan
1064,Low,107.0,B,2025-01-01 09:55:47.584671497,plan
1064,Low,107.0,B,2025-01-01 10:10:07.584671497,discuss
1065,Low,107.0,B,2025-01-01 09:56:25.584671497,consensus
1065,Low,107.0,B,2025-01-01 10:20:28.584671497,coregulate
1066,Low,107.0,B,2025-01-01 09:52:23.584671497,emotion
1067,Low,107.0,B,2025-01-01 09:45:22.584671497,discuss
1068,Low,107.0,B,2025-01-01 09:48:52.584671497,plan
1068,Low,107.0,B,2025-01-01 10:11:42.584671497,plan
1068,Low,107.0,B,2025-01-01 10:20:50.584671497,coregulate
1068,Low,107.0,B,2025-01-01 10:47:02.584671497,synthesis
1069,Low,107.0,B,2025-01-01 10:01:53.584671497,consensus
1069,Low,107.0,B,2025-01-01 10:25:04.584671497,consensus
1070,Low,107.0,B,2025-01-01 09:42:58.584671497,discuss
1070,Low,107.0,B,2025-01-01 10:09:57.584671497,consensus
1071,Low,108.0,B,2025-01-01 10:13:40.460748911,consensus
1071,Low,108.0,B,2025-01-01 10:24:16.460748911,plan
1072,Low,108.0,B,2025-01-01 10:19:57.460748911,plan
1072,Low,108.0,B,2025-01-01 10:28:50.460748911,consensus
1072,Low,108.0,B,2025-01-01 10:59:33.460748911,consensus
1073,Low,108.0,B,2025-01-01 10:23:19.460748911,plan
1073,Low,108.0,B,2025-01-01 10:40:05.460748911,discuss
1073,Low,108.0,B,2025-01-01 11:01:15.460748911,plan
1074,Low,108.0,B,2025-01-01 10:12:36.460748911,plan
1075,Low,108.0,B,2025-01-01 10:17:01.460748911,emotion
1075,Low,108.0,B,2025-01-01 10:34:15.460748911,monitor
1075,Low,108.0,B,2025-01-01 10:52:52.460748911,plan
1075,Low,108.0,B,2025-01-01 11:08:05.460748911,emotion
1075,Low,108.0,B,2025-01-01 11:29:09.460748911,cohesion
1076,Low,108.0,B,2025-01-01 10:33:47.460748911,plan
1076,Low,108.0,B,2025-01-01 10:53:05.460748911,emotion
1077,Low,108.0,B,2025-01-01 10:28:55.460748911,cohesion
1077,Low,108.0,B,2025-01-01 10:48:42.460748911,monitor
1078,Low,108.0,B,2025-01-01 10:09:59.460748911,plan
1078,Low,108.0,B,2025-01-01 10:30:02.460748911,adapt
1079,Low,108.0,B,2025-01-01 10:11:31.460748911,discuss
1079,Low,108.0,B,2025-01-01 10:25:38.460748911,emotion
1079,Low,108.0,B,2025-01-01 10:46:21.460748911,plan
1079,Low,108.0,B,2025-01-01 11:12:07.460748911,emotion
1079,Low,108.0,B,2025-01-01 11:38:58.460748911,adapt
1080,Low,108.0,B,2025-01-01 10:15:47.460748911,plan
1080,Low,108.0,B,2025-01-01 10:39:23.460748911,plan
1080,Low,108.0,B,2025-01-01 11:02:39.460748911,monitor
1081,Low,109.0,B,2025-01-01 10:20:03.099941254,consensus
1081,Low,109.0,B,2025-01-01 10:38:36.099941254,consensus
1081,Low,109.0,B,2025-01-01 10:50:35.099941254,plan
1082,Low,109.0,B,2025-01-01 10:21:44.099941254,discuss
1082,Low,109.0,B,2025-01-01 10:37:05.099941254,plan
1082,Low,109.0,B,2025-01-01 10:57:09.099941254,emotion
1083,Low,109.0,B,2025-01-01 10:22:30.099941254,coregulate
1083,Low,109.0,B,2025-01-01 10:36:21.099941254,consensus
1084,Low,109.0,B,2025-01-01 10:10:58.099941254,consensus
1084,Low,109.0,B,2025-01-01 10:25:04.099941254,plan
1084,Low,109.0,B,2025-01-01 10:48:58.099941254,cohesion
1084,Low,109.0,B,2025-01-01 11:03:12.099941254,cohesion
1085,Low,109.0,B,2025-01-01 10:23:06.099941254,consensus
1086,Low,109.0,B,2025-01-01 10:14:22.099941254,cohesion
1086,Low,109.0,B,2025-01-01 10:41:02.099941254,emotion
1086,Low,109.0,B,2025-01-01 11:05:34.099941254,discuss
1086,Low,109.0,B,2025-01-01 11:21:55.099941254,consensus
1087,Low,109.0,B,2025-01-01 10:08:42.099941254,consensus
1088,Low,109.0,B,2025-01-01 10:19:28.099941254,discuss
1088,Low,109.0,B,2025-01-01 10:35:47.099941254,coregulate
1088,Low,109.0,B,2025-01-01 11:01:55.099941254,emotion
1088,Low,109.0,B,2025-01-01 11:20:50.099941254,synthesis
1089,Low,109.0,B,2025-01-01 10:23:39.099941254,emotion
1089,Low,109.0,B,2025-01-01 10:40:33.099941254,plan
1090,Low,109.0,B,2025-01-01 10:14:35.099941254,consensus
1090,Low,109.0,B,2025-01-01 10:38:24.099941254,monitor
1090,Low,109.0,B,2025-01-01 10:56:19.099941254,cohesion
1090,Low,109.0,B,2025-01-01 11:13:20.099941254,plan
1091,Low,110.0,B,2025-01-01 11:06:02.798232079,emotion
1091,Low,110.0,B,2025-01-01 11:22:35.798232079,discuss
1091,Low,110.0,B,2025-01-01 11:45:37.798232079,coregulate
1091,Low,110.0,B,2025-01-01 12:02:43.798232079,emotion
1092,Low,110.0,B,2025-01-01 11:24:20.798232079,monitor
1092,Low,110.0,B,2025-01-01 11:44:12.798232079,coregulate
1092,Low,110.0,B,2025-01-01 12:06:25.798232079,plan
1092,Low,110.0,B,2025-01-01 12:29:07.798232079,emotion
1092,Low,110.0,B,2025-01-01 12:53:18.798232079,synthesis
1093,Low,110.0,B,2025-01-01 11:23:02.798232079,consensus
1093,Low,110.0,B,2025-01-01 11:50:03.798232079,plan
1093,Low,110.0,B,2025-01-01 12:09:46.798232079,synthesis
1093,Low,110.0,B,2025-01-01 12:38:50.798232079,monitor
1093,Low,110.0,B,2025-01-01 12:55:03.798232079,synthesis
1094,Low,110.0,B,2025-01-01 11:16:31.798232079,synthesis
1094,Low,110.0,B,2025-01-01 11:39:48.798232079,cohesion
1094,Low,110.0,B,2025-01-01 12:04:03.798232079,consensus
1095,Low,110.0,B,2025-01-01 11:12:28.798232079,discuss
1095,Low,110.0,B,2025-01-01 11:28:04.798232079,consensus
1095,Low,110.0,B,2025-01-01 11:47:46.798232079,emotion
1095,Low,110.0,B,2025-01-01 12:14:22.798232079,coregulate
1097,Low,110.0,B,2025-01-01 11:01:06.798232079,emotion
1097,Low,110.0,B,2025-01-01 11:22:09.798232079,plan
1099,Low,110.0,B,2025-01-01 11:09:29.798232079,plan
1100,Low,110.0,B,2025-01-01 11:14:00.798232079,adapt
1100,Low,110.0,B,2025-01-01 11:30:46.798232079,adapt
1101,Low,111.0,B,2025-01-01 10:58:25.092162609,plan
1102,Low,111.0,B,2025-01-01 10:57:13.092162609,emotion
1103,Low,111.0,B,2025-01-01 10:59:27.092162609,discuss
1103,Low,111.0,B,2025-01-01 11:11:47.092162609,consensus
1103,Low,111.0,B,2025-01-01 11:17:22.092162609,plan
1103,Low,111.0,B,2025-01-01 11:46:54.092162609,consensus
1104,Low,111.0,B,2025-01-01 10:46:16.092162609,plan
1104,Low,111.0,B,2025-01-01 11:06:03.092162609,discuss
1104,Low,111.0,B,2025-01-01 11:32:13.092162609,discuss
1104,Low,111.0,B,2025-01-01 12:00:19.092162609,plan
1104,Low,111.0,B,2025-01-01 12:18:44.092162609,consensus
1105,Low,111.0,B,2025-01-01 11:08:07.092162609,consensus
1106,Low,111.0,B,2025-01-01 11:05:32.092162609,discuss
1106,Low,111.0,B,2025-01-01 11:24:49.092162609,plan
1106,Low,111.0,B,2025-01-01 11:42:58.092162609,discuss
1106,Low,111.0,B,2025-01-01 12:06:31.092162609,consensus
1106,Low,111.0,B,2025-01-01 12:24:10.092162609,discuss
1107,Low,111.0,B,2025-01-01 11:05:48.092162609,consensus
1107,Low,111.0,B,2025-01-01 11:41:24.092162609,discuss
1107,Low,111.0,B,2025-01-01 12:02:23.092162609,cohesion
1107,Low,111.0,B,2025-01-01 12:15:02.092162609,plan
1107,Low,111.0,B,2025-01-01 12:34:59.092162609,plan
1108,Low,111.0,B,2025-01-01 11:01:14.092162609,emotion
1108,Low,111.0,B,2025-01-01 11:22:44.092162609,consensus
1109,Low,111.0,B,2025-01-01 10:53:46.092162609,discuss
1109,Low,111.0,B,2025-01-01 11:20:44.092162609,plan
1109,Low,111.0,B,2025-01-01 11:40:24.092162609,consensus
1109,Low,111.0,B,2025-01-01 11:58:33.092162609,discuss
1110,Low,111.0,B,2025-01-01 10:56:39.092162609,consensus
1110,Low,111.0,B,2025-01-01 11:18:11.092162609,plan
1110,Low,111.0,B,2025-01-01 11:38:17.092162609,plan
1111,Low,112.0,B,2025-01-01 10:12:14.773976326,discuss
1111,Low,112.0,B,2025-01-01 10:37:35.773976326,emotion
1111,Low,112.0,B,2025-01-01 11:03:10.773976326,plan
1111,Low,112.0,B,2025-01-01 11:18:45.773976326,consensus
1111,Low,112.0,B,2025-01-01 11:39:30.773976326,coregulate
1113,Low,112.0,B,2025-01-01 10:12:21.773976326,monitor
1113,Low,112.0,B,2025-01-01 10:23:20.773976326,consensus
1114,Low,112.0,B,2025-01-01 10:16:28.773976326,consensus
1114,Low,112.0,B,2025-01-01 10:35:30.773976326,plan
1114,Low,112.0,B,2025-01-01 10:54:53.773976326,consensus
1115,Low,112.0,B,2025-01-01 10:32:06.773976326,discuss
1115,Low,112.0,B,2025-01-01 10:56:16.773976326,consensus
1115,Low,112.0,B,2025-01-01 11:16:33.773976326,synthesis
1116,Low,112.0,B,2025-01-01 10:25:36.773976326,cohesion
1116,Low,112.0,B,2025-01-01 10:45:01.773976326,consensus
1116,Low,112.0,B,2025-01-01 11:03:41.773976326,emotion
1116,Low,112.0,B,2025-01-01 11:20:05.773976326,consensus
1116,Low,112.0,B,2025-01-01 11:35:51.773976326,plan
1117,Low,112.0,B,2025-01-01 10:20:12.773976326,consensus
1117,Low,112.0,B,2025-01-01 10:45:06.773976326,consensus
1117,Low,112.0,B,2025-01-01 10:59:45.773976326,plan
1117,Low,112.0,B,2025-01-01 11:26:24.773976326,adapt
1119,Low,112.0,B,2025-01-01 10:13:31.773976326,discuss
1119,Low,112.0,B,2025-01-01 10:43:20.773976326,monitor
1120,Low,112.0,B,2025-01-01 10:13:36.773976326,discuss
1120,Low,112.0,B,2025-01-01 10:38:54.773976326,plan
1120,Low,112.0,B,2025-01-01 11:07:17.773976326,monitor
1120,Low,112.0,B,2025-01-01 11:27:27.773976326,synthesis
1121,Low,113.0,B,2025-01-01 08:36:49.927895784,plan
1121,Low,113.0,B,2025-01-01 09:02:45.927895784,adapt
1122,Low,113.0,B,2025-01-01 08:42:42.927895784,cohesion
1122,Low,113.0,B,2025-01-01 09:04:22.927895784,monitor
1123,Low,113.0,B,2025-01-01 08:46:02.927895784,plan
1123,Low,113.0,B,2025-01-01 09:09:09.927895784,cohesion
1123,Low,113.0,B,2025-01-01 09:32:27.927895784,monitor
1123,Low,113.0,B,2025-01-01 09:58:36.927895784,consensus
1123,Low,113.0,B,2025-01-01 10:18:08.927895784,discuss
1124,Low,113.0,B,2025-01-01 08:35:35.927895784,consensus
1124,Low,113.0,B,2025-01-01 08:49:39.927895784,plan
1124,Low,113.0,B,2025-01-01 08:59:57.927895784,consensus
1124,Low,113.0,B,2025-01-01 09:28:16.927895784,cohesion
1124,Low,113.0,B,2025-01-01 09:47:39.927895784,discuss
1126,Low,113.0,B,2025-01-01 08:42:47.927895784,plan
1126,Low,113.0,B,2025-01-01 09:09:52.927895784,discuss
1126,Low,113.0,B,2025-01-01 09:29:25.927895784,discuss
1126,Low,113.0,B,2025-01-01 09:49:52.927895784,coregulate
1126,Low,113.0,B,2025-01-01 10:12:59.927895784,coregulate
1127,Low,113.0,B,2025-01-01 08:34:04.927895784,discuss
1127,Low,113.0,B,2025-01-01 09:01:41.927895784,plan
1128,Low,113.0,B,2025-01-01 08:34:12.927895784,monitor
1128,Low,113.0,B,2025-01-01 09:02:03.927895784,emotion
1128,Low,113.0,B,2025-01-01 09:29:14.927895784,coregulate
1128,Low,113.0,B,2025-01-01 09:47:54.927895784,emotion
1128,Low,113.0,B,2025-01-01 09:56:30.927895784,plan
1129,Low,113.0,B,2025-01-01 08:51:02.927895784,emotion
1129,Low,113.0,B,2025-01-01 09:05:29.927895784,emotion
1129,Low,113.0,B,2025-01-01 09:26:15.927895784,plan
1129,Low,113.0,B,2025-01-01 09:40:36.927895784,discuss
1130,Low,113.0,B,2025-01-01 08:34:27.927895784,plan
1130,Low,113.0,B,2025-01-01 08:57:45.927895784,plan
1130,Low,113.0,B,2025-01-01 09:24:25.927895784,coregulate
1131,Low,114.0,B,2025-01-01 08:23:40.013545275,plan
1131,Low,114.0,B,2025-01-01 08:43:46.013545275,coregulate
1131,Low,114.0,B,2025-01-01 09:03:39.013545275,emotion
1131,Low,114.0,B,2025-01-01 09:23:58.013545275,plan
1132,Low,114.0,B,2025-01-01 08:22:07.013545275,consensus
1132,Low,114.0,B,2025-01-01 08:47:57.013545275,plan
1132,Low,114.0,B,2025-01-01 09:06:58.013545275,monitor
1133,Low,114.0,B,2025-01-01 08:35:40.013545275,consensus
1133,Low,114.0,B,2025-01-01 08:56:15.013545275,monitor
1134,Low,114.0,B,2025-01-01 08:25:45.013545275,plan
1134,Low,114.0,B,2025-01-01 08:38:29.013545275,monitor
1134,Low,114.0,B,2025-01-01 09:02:23.013545275,consensus
1134,Low,114.0,B,2025-01-01 09:27:45.013545275,discuss
1134,Low,114.0,B,2025-01-01 09:48:29.013545275,consensus
1135,Low,114.0,B,2025-01-01 08:29:40.013545275,plan
1135,Low,114.0,B,2025-01-01 08:52:15.013545275,plan
1135,Low,114.0,B,2025-01-01 09:18:32.013545275,cohesion
1135,Low,114.0,B,2025-01-01 09:36:31.013545275,discuss
1135,Low,114.0,B,2025-01-01 09:54:30.013545275,discuss
1136,Low,114.0,B,2025-01-01 08:38:54.013545275,adapt
1136,Low,114.0,B,2025-01-01 09:07:50.013545275,consensus
1136,Low,114.0,B,2025-01-01 09:22:40.013545275,plan
1136,Low,114.0,B,2025-01-01 09:43:49.013545275,cohesion
1136,Low,114.0,B,2025-01-01 09:52:05.013545275,synthesis
1137,Low,114.0,B,2025-01-01 08:40:09.013545275,consensus
1137,Low,114.0,B,2025-01-01 08:55:56.013545275,monitor
1137,Low,114.0,B,2025-01-01 09:16:19.013545275,discuss
1137,Low,114.0,B,2025-01-01 09:42:07.013545275,monitor
1138,Low,114.0,B,2025-01-01 08:27:25.013545275,discuss
1138,Low,114.0,B,2025-01-01 08:43:07.013545275,discuss
1138,Low,114.0,B,2025-01-01 08:57:56.013545275,consensus
1138,Low,114.0,B,2025-01-01 09:14:38.013545275,adapt
1139,Low,114.0,B,2025-01-01 08:43:24.013545275,emotion
1139,Low,114.0,B,2025-01-01 09:05:32.013545275,discuss
1139,Low,114.0,B,2025-01-01 09:24:27.013545275,coregulate
1139,Low,114.0,B,2025-01-01 09:47:47.013545275,consensus
1140,Low,114.0,B,2025-01-01 08:30:19.013545275,plan
1140,Low,114.0,B,2025-01-01 08:55:31.013545275,discuss
1140,Low,114.0,B,2025-01-01 09:21:45.013545275,consensus
1141,Low,115.0,B,2025-01-01 09:04:10.702851057,discuss
1141,Low,115.0,B,2025-01-01 09:22:30.702851057,emotion
1141,Low,115.0,B,2025-01-01 09:47:35.702851057,discuss
1141,Low,115.0,B,2025-01-01 10:04:30.702851057,discuss
1141,Low,115.0,B,2025-01-01 10:20:42.702851057,coregulate
1142,Low,115.0,B,2025-01-01 09:02:07.702851057,consensus
1142,Low,115.0,B,2025-01-01 09:29:25.702851057,plan
1142,Low,115.0,B,2025-01-01 09:51:07.702851057,discuss
1142,Low,115.0,B,2025-01-01 10:22:14.702851057,monitor
1143,Low,115.0,B,2025-01-01 08:54:21.702851057,discuss
1143,Low,115.0,B,2025-01-01 09:14:34.702851057,plan
1143,Low,115.0,B,2025-01-01 09:37:39.702851057,plan
1143,Low,115.0,B,2025-01-01 09:55:54.702851057,coregulate
1144,Low,115.0,B,2025-01-01 08:58:49.702851057,coregulate
1144,Low,115.0,B,2025-01-01 09:17:11.702851057,consensus
1144,Low,115.0,B,2025-01-01 09:45:29.702851057,plan
1145,Low,115.0,B,2025-01-01 09:06:41.702851057,emotion
1145,Low,115.0,B,2025-01-01 09:28:53.702851057,cohesion
1146,Low,115.0,B,2025-01-01 09:01:35.702851057,plan
1147,Low,115.0,B,2025-01-01 08:53:55.702851057,consensus
1147,Low,115.0,B,2025-01-01 09:14:22.702851057,coregulate
1147,Low,115.0,B,2025-01-01 09:26:29.702851057,plan
1147,Low,115.0,B,2025-01-01 09:53:52.702851057,consensus
1147,Low,115.0,B,2025-01-01 10:14:56.702851057,coregulate
1148,Low,115.0,B,2025-01-01 09:01:31.702851057,coregulate
1148,Low,115.0,B,2025-01-01 09:25:38.702851057,emotion
1148,Low,115.0,B,2025-01-01 09:54:13.702851057,consensus
1148,Low,115.0,B,2025-01-01 10:15:05.702851057,plan
1149,Low,115.0,B,2025-01-01 08:57:42.702851057,plan
1149,Low,115.0,B,2025-01-01 09:10:35.702851057,consensus
1149,Low,115.0,B,2025-01-01 09:30:27.702851057,monitor
1149,Low,115.0,B,2025-01-01 09:57:34.702851057,plan
1149,Low,115.0,B,2025-01-01 10:22:04.702851057,cohesion
1150,Low,115.0,B,2025-01-01 09:13:24.702851057,discuss
1150,Low,115.0,B,2025-01-01 09:34:17.702851057,consensus
1150,Low,115.0,B,2025-01-01 09:59:19.702851057,coregulate
1150,Low,115.0,B,2025-01-01 10:14:57.702851057,coregulate
1151,Low,116.0,B,2025-01-01 10:06:32.825461864,consensus
1151,Low,116.0,B,2025-01-01 10:35:38.825461864,plan
1151,Low,116.0,B,2025-01-01 11:01:57.825461864,emotion
1151,Low,116.0,B,2025-01-01 11:26:07.825461864,emotion
1151,Low,116.0,B,2025-01-01 11:37:32.825461864,plan
1152,Low,116.0,B,2025-01-01 10:15:38.825461864,coregulate
1152,Low,116.0,B,2025-01-01 10:42:30.825461864,consensus
1152,Low,116.0,B,2025-01-01 11:03:11.825461864,consensus
1153,Low,116.0,B,2025-01-01 10:08:44.825461864,plan
1153,Low,116.0,B,2025-01-01 10:24:57.825461864,plan
1153,Low,116.0,B,2025-01-01 10:45:09.825461864,plan
1153,Low,116.0,B,2025-01-01 11:11:08.825461864,consensus
1153,Low,116.0,B,2025-01-01 11:29:50.825461864,plan
1154,Low,116.0,B,2025-01-01 10:06:54.825461864,consensus
1154,Low,116.0,B,2025-01-01 10:26:07.825461864,consensus
1154,Low,116.0,B,2025-01-01 10:41:12.825461864,plan
1154,Low,116.0,B,2025-01-01 11:00:49.825461864,coregulate
1155,Low,116.0,B,2025-01-01 10:01:53.825461864,discuss
1155,Low,116.0,B,2025-01-01 10:23:03.825461864,monitor
1155,Low,116.0,B,2025-01-01 10:56:03.825461864,plan
1155,Low,116.0,B,2025-01-01 11:09:14.825461864,consensus
1156,Low,116.0,B,2025-01-01 10:15:39.825461864,plan
1157,Low,116.0,B,2025-01-01 10:04:16.825461864,cohesion
1158,Low,116.0,B,2025-01-01 10:12:18.825461864,discuss
1158,Low,116.0,B,2025-01-01 10:36:45.825461864,coregulate
1158,Low,116.0,B,2025-01-01 10:54:30.825461864,plan
1158,Low,116.0,B,2025-01-01 11:19:21.825461864,plan
1159,Low,116.0,B,2025-01-01 10:01:40.825461864,consensus
